event type,wide 0_eta,wide 0_phi,wide 0_pt,wide 0_xmass_three,wide 0_xmass_two_0,wide 0_xmass_two_1,wide 0_xmass_two_2,wide 1_eta,wide 1_phi,wide 1_pt,wide 1_xmass_three,wide 1_xmass_two_0,wide 1_xmass_two_1,wide 1_xmass_two_2,wide 2_eta,wide 2_phi,wide 2_pt,wide 2_xmass_three,wide 2_xmass_two_0,wide 2_xmass_two_1,wide 2_xmass_two_2,wide 3_eta,wide 3_phi,wide 3_pt,wide 3_xmass_three,wide 3_xmass_two_0,wide 3_xmass_two_1,wide 3_xmass_two_2,wide 4_eta,wide 4_phi,wide 4_pt,wide 4_xmass_three,wide 4_xmass_two_0,wide 4_xmass_two_1,wide 4_xmass_two_2,narrow 0_eta,narrow 0_phi,narrow 0_pt,narrow 1_eta,narrow 1_phi,narrow 1_pt,narrow 2_eta,narrow 2_phi,narrow 2_pt,narrow 3_eta,narrow 3_phi,narrow 3_pt,narrow 4_eta,narrow 4_phi,narrow 4_pt,narrow 5_eta,narrow 5_phi,narrow 5_pt,narrow 6_eta,narrow 6_phi,narrow 6_pt,narrow 7_eta,narrow 7_phi,narrow 7_pt,narrow 8_eta,narrow 8_phi,narrow 8_pt,narrow 9_eta,narrow 9_phi,narrow 9_pt
0,0.18550794794312087,0.0,1286.7276854490954,0.0,0.0,0.0,0.0,0.06498900849564969,3.1258212476586245,1283.2207326902046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39442750034110124,3.125081915037182,1279.906610860791,3.5062460241411486,0.013263391237134492,1240.2443879752357,3.8489721612428385,5.953722561315031,38.347941061471396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.8265051414289109,0.0,1354.3940698848066,557.559676865384,494.22366038192,200.43572724456095,139.40992110203894,-0.8743185375384195,3.131413480333303,1325.6137608136994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.312310259782183,2.9467866261309004,912.7071094232302,1.1253997655583208,6.043061439086624,557.4977671739639,1.6939933570552201,0.3284697234039371,520.276560350609,4.913704759056893,3.54818112540561,386.7693950496975,1.313274012401886,6.23093568593019,259.6727085567235,0.8352045799501907,5.752866253478494,21.041399362972033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.1967861241432713,0.0,1214.955723028443,0.0,0.0,0.0,0.0,-0.1438313316956345,3.1308745021987154,1072.4620849384437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.203848246566944,3.1198818378596553,1028.5785355790558,-1.5773230893709398,0.4632216878760733,638.7665858818075,-2.522164133215759,5.80156595121084,493.98967903746626,-2.182441736315097,6.141288348111502,72.84023732595327,-2.6128848324951686,5.71084525193143,66.1157343455225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.32869278722367534,0.0,1285.2278734514618,0.0,0.0,0.0,0.0,0.29485444697249424,2.98520387161373,1220.2512788048011,0.0,0.0,0.0,0.0,1.2738394227716807,4.270976673948323,221.78005879953253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.949530654160904,2.9742099833417557,1149.5395401079209,3.258550233462625,0.2832295626434762,740.4329375258792,2.620565366417827,5.928430002778264,578.5090804074571,0.9502621505893143,4.258126786949752,214.75696557875162,0.007258020706326852,3.3151226570667642,26.3548342190964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.443938794188014,0.0,1243.925753110198,0.0,0.0,0.0,0.0,-0.022743413077844013,3.0447952056447023,1147.4413878858993,0.0,0.0,0.0,0.0,0.34883203097412846,4.555319266592025,148.1058767963883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18425990237675008,3.0480741538097273,1124.4117345378368,-3.1521170865681007,0.08021696961837677,674.0842513386972,-3.20982249179164,0.022511564394838146,171.69867106947643,-3.3854761216211124,6.130043241744952,146.76138120187807,-3.3991160296626033,6.1164033337034605,136.23860095727937,-5.0035134617141255,4.512005901651938,119.33307166903035,-3.947781615263106,5.567737748102958,26.18111600791322,-2.853381283115207,0.37895277307127095,23.16276510188176,-0.8996585590180785,2.332675497168399,22.906154951727913,-2.8425985203194566,0.3897355358670209,22.829444368309513
0,0.1962328628048307,0.0,1422.1243143248137,0.0,0.0,0.0,0.0,0.645707219601129,3.084788708558873,1197.7862252506043,0.0,0.0,0.0,0.0,-0.5094752033395809,3.437060095010898,307.07910774145034,0.0,35.45665807751726,0.0,0.0,-1.980495728636957,5.354027821896969,129.68230638850335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.067229405143182,6.28097140396026,1171.0808619948514,-6.223157994684673,3.125042814418769,849.4576965579402,-5.936356032856612,3.4118447762468302,281.83504289504594,-3.0593011349622006,0.00571436696165506,241.75884580605882,-0.15057908628236305,2.9144364156414926,178.90899484547992,-3.9364061848402225,5.411794624263219,76.20208138228524,-6.141119050845303,3.207081758258139,65.59013056091841,-0.2924726218838167,2.772542880040039,51.5626305912726,-4.038546759474258,5.309654049629184,30.565988996895587,-1.1709338920057912,1.8940816099180644,25.481126290984555
0,0.6878455969910973,0.0,1443.4282084682077,0.0,0.0,0.0,0.0,0.1659830442335632,3.1366938428853395,1409.7610767801098,119.6321643460015,111.71142777571363,108.46082620504598,6.507675413045644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.699423424159558,6.280498977294312,1408.296148230556,-0.5537461447064015,3.1429909495678823,1346.108084896932,-0.7622867612528591,2.9344503330214247,33.160532290732796,-3.629157376814249,0.06757971746003477,28.52319307886864,-0.6087668110377064,3.087970283236577,26.856653987910338,-3.4333353712199464,0.2634017230543373,21.744833299729926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.3063545156651884,0.0,1381.3272500533892,264.65436158935574,226.94710804691314,144.46526871063813,53.37514335893242,-0.8567851268733558,3.0783616966222453,1319.1829821099886,0.0,0.0,0.0,0.0,1.0414297703167725,4.737519929587975,111.74138633364616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.917006243133064,3.1014843226863116,1158.5638196902146,0.778076149987672,6.245739536720506,938.0256217865395,0.932530224534618,0.11700830408786567,342.4606308031891,5.580426077168182,4.76490415672143,76.30822210671036,0.6469246483346075,6.114588035067442,60.82801916307721,3.7765167718237778,2.9609948513770252,45.84997038769823,3.1420670594165876,2.326545138969835,35.65547722300188,4.411389545707905,3.595867625261153,31.942303047200696,3.011297395519211,2.195775475072459,31.01382196324237,4.056325887575387,3.2408039671286346,23.24289999081652
0,0.8945735661160255,0.0,1806.7926456837024,0.0,0.0,0.0,0.0,-0.20375674185176823,3.1201560644126407,1689.0357197638516,0.0,1622.1556456274132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2537353058370075,6.282248654390466,1784.9878431356467,0.1325544140194498,3.120244239028438,1686.7852039391717,0.30633434643500257,2.946464306612885,23.572745087785105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.09704442666997509,0.0,1245.618061492584,0.0,0.0,0.0,0.0,1.4915718329353764,3.1132633286310374,1071.612282543716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.085353264106096,6.282611384441139,1227.819053737248,6.255565985456454,3.1123986630907807,1069.781886262867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
